timestamp,voltage,voltage1,voltage2,current,temp1,temp2
2026-03-20T02:21:54.998Z,4.15,4.15,0,-0.391,24.25,-127
2026-03-20T02:21:55.015Z,4.18,4.18,0,-0.5084,24.19,-127
2026-03-20T02:21:55.022Z,4.18,4.18,0,-0.60232,24.19,-127
2026-03-20T02:21:57.210Z,4.18,4.18,0,1.082144,24.19,-127
2026-03-20T02:21:57.806Z,4.18,4.18,0,0.8657152,24.19,-127
2026-03-20T02:21:58.089Z,4.18,4.18,0,0.6925721600000001,24.19,-127
2026-03-20T02:21:58.684Z,4.18,4.18,0,0.5540577280000001,24.19,-127
2026-03-20T02:21:58.966Z,4.18,4.18,0,0.4432461824000001,24.19,-127
2026-03-20T02:21:59.560Z,4.18,4.18,0,0.15899694592000008,24.19,-127
2026-03-20T02:21:59.847Z,4.18,4.18,0,0,24.19,-127
2026-03-20T02:22:00.437Z,4.18,4.18,0,-0.1956,24.19,-127
2026-03-20T02:22:00.723Z,4.18,4.18,0,-0.15648,24.19,-127
2026-03-20T02:22:01.319Z,4.18,4.18,0,-0.320784,24.19,-127
2026-03-20T02:22:01.599Z,4.18,4.18,0,-0.2566272,24.19,-127
2026-03-20T02:22:02.193Z,4.18,4.18,0,-0.20530176,24.19,-127
2026-03-20T02:22:02.475Z,4.18,4.18,0,-0.164241408,24.19,-127
2026-03-20T02:22:03.070Z,4.18,4.18,0,-0.1313931264,24.19,-127
2026-03-20T02:22:03.352Z,4.18,4.18,0,-0.30071450112,24.19,-127
2026-03-20T02:22:03.947Z,4.18,4.18,0,-0.240571600896,24.19,-127
2026-03-20T02:22:04.233Z,4.18,4.18,0,-0.3880572807168,24.19,-127
2026-03-20T02:22:04.823Z,4.18,4.18,0,-0.50604582457344,24.19,-127
2026-03-20T02:22:05.109Z,4.18,4.18,0,-0.40483665965875204,24.19,-127
2026-03-20T02:22:05.703Z,4.18,4.18,0,-0.5194693277270017,24.19,-127
2026-03-20T02:22:05.986Z,4.18,4.18,0,-0.4155754621816014,24.19,-127
2026-03-20T02:22:06.580Z,4.18,4.18,0,-0.5280603697452811,24.19,-127
2026-03-20T02:22:06.863Z,4.18,4.18,0,-0.618048295796225,24.19,-127
2026-03-20T02:22:07.456Z,4.18,4.18,0,-0.49443863663698,24.19,-127
2026-03-20T02:22:07.743Z,4.18,4.18,0,-0.591150909309584,24.19,-127
2026-03-20T02:22:08.333Z,4.18,4.18,0,-0.4729207274476672,24.19,-127
2026-03-20T02:22:08.620Z,4.18,4.18,0,-0.5739365819581338,24.19,-127
2026-03-20T02:22:09.214Z,4.18,4.18,0,-0.654749265566507,24.19,-127
2026-03-20T02:22:09.497Z,4.18,4.18,0,-0.5237994124532056,24.19,-127
2026-03-20T02:22:10.090Z,4.2,4.2,0,-0.6146395299625644,24.19,-127
2026-03-20T02:22:10.373Z,4.18,4.18,0,-0.4917116239700516,24.19,-127
2026-03-20T02:22:10.967Z,4.18,4.18,0,-0.5889692991760413,24.19,-127
2026-03-20T02:22:11.263Z,4.18,4.18,0,-0.6667754393408332,24.19,-127
2026-03-20T02:22:11.844Z,4.15,4.15,0,-0.5334203514726665,24.19,-127
2026-03-20T02:22:12.130Z,4.18,4.18,0,-0.4267362811781332,24.19,-127
2026-03-20T02:22:12.723Z,4.18,4.18,0,-0.5369890249425067,24.19,-127
2026-03-20T02:22:13.007Z,4.18,4.18,0,-0.6251912199540053,24.19,-127
2026-03-20T02:22:13.601Z,4.18,4.18,0,-0.6957529759632043,24.19,-127
2026-03-20T02:22:13.883Z,4.18,4.18,0,-0.7522023807705635,24.19,-127
2026-03-20T02:22:14.477Z,4.18,4.18,0,-0.7973619046164508,24.19,-127
2026-03-20T02:22:14.769Z,4.18,4.18,0,-0.6378895236931608,24.19,-127
2026-03-20T02:22:15.353Z,4.18,4.18,0,-0.5103116189545286,24.19,-127
2026-03-20T02:22:15.636Z,4.18,4.18,0,-0.4082492951636229,24.19,-127
2026-03-20T02:22:16.234Z,4.18,4.18,0,-0.5221994361308984,24.19,-127
2026-03-20T02:22:16.516Z,4.18,4.18,0,-0.6133595489047188,24.19,-127
2026-03-20T02:22:17.110Z,4.2,4.2,0,-0.6862876391237751,24.19,-127
2026-03-20T02:22:17.393Z,4.18,4.18,0,-0.9400301112990201,24.19,-127
2026-03-20T02:22:17.986Z,4.18,4.18,0,-0.7520240890392161,24.19,-127
2026-03-20T02:22:18.270Z,4.18,4.18,0,-0.6016192712313729,24.19,-127
2026-03-20T02:22:18.865Z,4.18,4.18,0,-0.48129541698509837,24.25,-127
2026-03-20T02:22:19.146Z,4.18,4.18,0,-0.3850363335880787,24.25,-127
2026-03-20T02:22:19.740Z,4.18,4.18,0,-0.308029066870463,24.25,-127
2026-03-20T02:22:20.027Z,4.18,4.18,0,-0.4420232534963704,24.25,-127
2026-03-20T02:22:20.624Z,4.18,4.18,0,-0.35361860279709634,24.19,-127
2026-03-20T02:22:20.905Z,4.18,4.18,0,-0.28289488223767706,24.19,-127
2026-03-20T02:22:21.498Z,4.15,4.15,0,0,24.19,-127
2026-03-20T02:22:21.780Z,4.18,4.18,0,-0.1956,24.19,-127
2026-03-20T02:22:22.374Z,4.18,4.18,0,-0.15648,24.19,-127
2026-03-20T02:22:22.656Z,4.18,4.18,0,-0.12518400000000002,24.19,-127
2026-03-20T02:22:23.250Z,4.18,4.18,0,-0.2957472,24.19,-127
