timestamp,voltage,voltage1,voltage2,current,temp1,temp2
2026-03-20T03:29:00.745Z,12.76,12.76,0,0.03,37.56,0
2026-03-20T03:29:00.746Z,12.76,12.76,0,0.03,37.75,0
2026-03-20T03:29:00.751Z,12.76,12.76,0,0.03,37.75,0
2026-03-20T03:29:00.752Z,12.76,12.76,0,-1.92,37.75,0
2026-03-20T03:29:00.752Z,12.76,12.76,0,0.03,37.56,0
2026-03-20T03:29:00.752Z,12.76,12.76,0,0.03,37.75,0
2026-03-20T03:29:00.753Z,12.76,12.76,0,0.03,37.75,0
2026-03-20T03:29:00.753Z,12.76,12.76,0,-1.92,37.75,0
2026-03-20T03:29:02.274Z,0,0,0,0,0,0
2026-03-20T03:29:02.298Z,12.76,12.76,0,0.03,37.56,0
2026-03-20T03:29:02.765Z,12.76,12.76,0,0.03,37.75,0
2026-03-20T03:29:03.265Z,12.76,12.76,0,0.03,37.75,0
2026-03-20T03:29:03.768Z,12.76,12.76,0,-1.92,37.75,0
2026-03-20T03:29:04.272Z,12.76,12.76,0,-1.92,37.75,0
2026-03-20T03:29:04.772Z,12.76,12.76,0,0.03,37.75,0
2026-03-20T03:29:05.272Z,12.76,12.76,0,0.03,37.75,0
2026-03-20T03:29:05.775Z,12.76,12.76,0,0.03,37.81,0
2026-03-20T03:29:06.280Z,12.76,12.76,0,-1.92,37.81,0
2026-03-20T03:29:06.779Z,12.76,12.76,0,0.03,37.88,0
2026-03-20T03:29:07.279Z,12.76,12.76,0,0.03,37.88,0
2026-03-20T03:29:07.783Z,12.76,12.76,0,0.03,37.88,0
2026-03-20T03:29:08.282Z,12.76,12.76,0,0.03,37.88,0
2026-03-20T03:29:08.786Z,12.76,12.76,0,0.03,37.88,0
2026-03-20T03:29:09.286Z,12.76,12.76,0,-1.92,37.88,0
2026-03-20T03:29:09.790Z,11.17,11.17,0,219,37.94,0
2026-03-20T03:29:10.294Z,13.05,13.05,0,-44.93,37.94,0
2026-03-20T03:29:10.793Z,14.44,14.44,0,-39.07,37.94,0
2026-03-20T03:29:11.297Z,14.54,14.54,0,-44.93,38,0
2026-03-20T03:29:11.797Z,14.39,14.39,0,-7.79,38,0
2026-03-20T03:29:12.300Z,12.76,12.76,0,0.03,37.56,0
2026-03-20T03:29:12.800Z,12.76,12.76,0,0.03,37.75,0
