timestamp,voltage,voltage1,voltage2,current,temp1,temp2
2026-03-31T11:43:20.439Z,0,0,0,-23.46,26.56,-127
2026-03-31T11:43:21.032Z,0,0,0,-28.348,26.56,-127
2026-03-31T11:43:21.316Z,0,0,0,-29.326,26.56,-127
2026-03-31T11:43:21.909Z,0,0,0,-29.326,26.56,-127
2026-03-31T11:43:22.196Z,0,0,0,-28.348,26.56,-127
2026-03-31T11:43:22.786Z,0,0,0,-28.348,26.56,-127
2026-03-31T11:43:23.073Z,0,0,0,-29.326,26.56,-127
2026-03-31T11:43:23.662Z,0,0,0,-28.348,26.56,-127
2026-03-31T11:43:23.949Z,0,0,0,-28.348,26.56,-127
2026-03-31T11:43:24.539Z,0,0,0,-28.348,26.56,-127
2026-03-31T11:43:24.826Z,0,0,0,-29.326,26.56,-127
2026-03-31T11:43:25.419Z,0,0,0,-31.281,26.56,-127
2026-03-31T11:43:25.702Z,0,0,0,-28.348,26.56,-127
2026-03-31T11:43:26.296Z,0,0,0,-26.393,26.56,-127
2026-03-31T11:43:26.578Z,0,0,0,-27.37,26.56,-127
2026-03-31T11:43:27.172Z,0,0,0,-28.348,26.62,-127
2026-03-31T11:43:27.455Z,0,0,0,-29.326,26.62,-127
2026-03-31T11:43:28.049Z,0,0,0,-27.37,26.56,-127
2026-03-31T11:43:28.332Z,0,0,0,-27.37,26.56,-127
2026-03-31T11:43:28.925Z,0,0,0,-28.348,26.56,-127
2026-03-31T11:43:29.208Z,0,0,0,-29.326,26.56,-127
2026-03-31T11:43:29.802Z,0,0,0,-28.348,26.56,-127
2026-03-31T11:43:30.085Z,0,0,0,-28.348,26.56,-127
2026-03-31T11:43:30.679Z,0,0,0,-28.348,26.62,-127
2026-03-31T11:43:30.961Z,0,0,0,-28.348,26.62,-127
2026-03-31T11:43:31.556Z,0,0,0,-26.393,26.62,-127
2026-03-31T11:43:31.838Z,0,0,0,-28.348,26.62,-127
2026-03-31T11:43:32.432Z,0,0,0,-28.348,26.62,-127
2026-03-31T11:43:32.714Z,0,0,0,-27.37,26.62,-127
2026-03-31T11:43:33.308Z,0,0,0,-28.348,26.62,-127
2026-03-31T11:43:33.591Z,0,0,0,-27.37,26.62,-127
2026-03-31T11:43:34.185Z,0,0,0,-27.37,26.62,-127
2026-03-31T11:43:34.468Z,0,0,0,-28.348,26.62,-127
2026-03-31T11:43:35.062Z,0,0,0,-27.37,26.62,-127
2026-03-31T11:43:35.344Z,0,0,0,-28.348,26.62,-127
2026-03-31T11:43:35.938Z,0,0,0,-27.37,26.62,-127
